Time,SSC_50cm(kg/m3),depth
2014/9/26 14:40,0.11,2.15
2014/9/26 14:42,0.11,2.12
2014/9/26 14:44,0.11,2.09
2014/9/26 14:46,0.11,2.07
2014/9/26 14:48,0.11,2.05
2014/9/26 14:50,0.12,2.02
2014/9/26 14:52,0.12,1.99
2014/9/26 14:54,0.14,1.97
2014/9/26 14:56,0.14,1.94
2014/9/26 14:58,0.11,1.92
2014/9/26 15:00,0.11,1.9
2014/9/26 15:02,0.14,1.86
2014/9/26 15:04,0.12,1.85
2014/9/26 15:06,0.14,1.82
2014/9/26 15:08,0.12,1.8
2014/9/26 15:10,0.11,1.77
2014/9/26 15:12,0.12,1.75
2014/9/26 15:14,0.11,1.74
2014/9/26 15:16,0.11,1.7
2014/9/26 15:18,0.12,1.68
2014/9/26 15:20,0.12,1.65
2014/9/26 15:22,0.12,1.64
2014/9/26 15:24,0.14,1.61
2014/9/26 15:26,0.16,1.59
2014/9/26 15:28,0.14,1.57
2014/9/26 15:30,0.15,1.54
2014/9/26 15:32,0.15,1.52
2014/9/26 15:34,0.14,1.51
2014/9/26 15:36,0.12,1.49
2014/9/26 15:38,0.13,1.47
2014/9/26 15:40,0.13,1.45
2014/9/26 15:42,0.12,1.43
2014/9/26 15:44,0.13,1.41
2014/9/26 15:46,0.15,1.39
2014/9/26 15:48,0.16,1.38
2014/9/26 15:50,0.13,1.36
2014/9/26 15:52,0.13,1.34
2014/9/26 15:54,0.13,1.33
2014/9/26 15:56,0.12,1.29
2014/9/26 15:58,0.13,1.29
2014/9/26 16:00,0.13,1.27
2014/9/26 16:02,0.14,1.24
2014/9/26 16:04,0.13,1.23
2014/9/26 16:06,0.13,1.2
2014/9/26 16:08,0.2,1.18
2014/9/26 16:10,0.15,1.17
2014/9/26 16:12,0.21,1.15
2014/9/26 16:14,0.21,1.14
2014/9/26 16:16,0.18,1.11
2014/9/26 16:18,0.17,1.09
2014/9/26 16:20,0.18,1.08
2014/9/26 16:22,0.17,1.06
2014/9/26 16:24,0.14,1.04
2014/9/26 16:26,0.15,1.02
2014/9/26 16:28,0.14,1
2014/9/26 16:30,0.14,0.98
2014/9/26 16:32,0.14,0.96
2014/9/26 16:34,0.15,0.95
2014/9/26 16:36,0.15,0.93
2014/9/26 16:38,0.14,0.91
2014/9/26 16:40,0.13,0.89
2014/9/26 16:42,0.14,0.87
2014/9/26 16:44,0.16,0.86
2014/9/26 16:46,0.15,0.84
2014/9/26 16:48,0.15,0.82
2014/9/26 16:50,0.13,0.81
2014/9/26 16:52,0.12,0.77
2014/9/26 16:54,0.12,0.77
2014/9/26 16:56,0.12,0.75
2014/9/26 16:58,0.12,0.73
2014/9/26 17:00,0.12,0.7
2014/9/26 17:02,0.13,0.69
2014/9/26 17:04,0.12,0.67
2014/9/26 17:06,0.13,0.64
2014/9/26 17:08,NAN,NAN
2014/9/26 23:20,0.25,0.64
2014/9/26 23:22,0.25,0.67
2014/9/26 23:24,0.25,0.7
2014/9/26 23:26,0.23,0.73
2014/9/26 23:28,0.24,0.76
2014/9/26 23:30,0.23,0.79
2014/9/26 23:32,0.24,0.83
2014/9/26 23:34,0.25,0.85
2014/9/26 23:36,0.24,0.88
2014/9/26 23:38,0.23,0.91
2014/9/26 23:40,0.23,0.93
2014/9/26 23:42,0.24,0.96
2014/9/26 23:44,0.22,0.99
2014/9/26 23:46,0.22,1.01
2014/9/26 23:48,0.21,1.04
2014/9/26 23:50,0.21,1.06
2014/9/26 23:52,0.2,1.08
2014/9/26 23:54,0.2,1.11
2014/9/26 23:56,0.19,1.13
2014/9/26 23:58,0.19,1.15
2014/9/27 0:00,0.19,1.17
2014/9/27 0:02,0.18,1.2
2014/9/27 0:04,0.18,1.22
2014/9/27 0:06,0.19,1.24
2014/9/27 0:08,0.2,1.26
2014/9/27 0:10,0.19,1.28
2014/9/27 0:12,0.2,1.31
2014/9/27 0:14,0.2,1.32
2014/9/27 0:16,0.19,1.35
2014/9/27 0:18,0.18,1.37
2014/9/27 0:20,0.18,1.38
2014/9/27 0:22,0.18,1.4
2014/9/27 0:24,0.18,1.42
2014/9/27 0:26,0.18,1.44
2014/9/27 0:28,0.16,1.47
2014/9/27 0:30,0.18,1.48
2014/9/27 0:32,0.17,1.5
2014/9/27 0:34,0.17,1.52
2014/9/27 0:36,0.16,1.53
2014/9/27 0:38,0.16,1.55
2014/9/27 0:40,0.17,1.56
2014/9/27 0:42,0.16,1.58
2014/9/27 0:44,0.17,1.6
2014/9/27 0:46,0.16,1.62
2014/9/27 0:48,0.16,1.63
2014/9/27 0:50,0.16,1.64
2014/9/27 0:52,0.16,1.66
2014/9/27 0:54,0.16,1.67
2014/9/27 0:56,0.16,1.67
2014/9/27 0:58,0.16,1.69
2014/9/27 1:00,0.15,1.7
2014/9/27 1:02,0.15,1.71
2014/9/27 1:04,0.15,1.72
2014/9/27 1:06,0.14,1.74
2014/9/27 1:08,0.14,1.74
2014/9/27 1:10,0.13,1.75
2014/9/27 1:12,0.13,1.76
2014/9/27 1:14,0.12,1.76
2014/9/27 1:16,0.12,1.77
2014/9/27 1:18,0.12,1.77
2014/9/27 1:20,0.12,1.78
2014/9/27 1:22,0.12,1.78
2014/9/27 1:24,0.12,1.78
2014/9/27 1:26,0.12,1.79
2014/9/27 1:28,0.12,1.79
2014/9/27 1:30,0.12,1.78
2014/9/27 1:32,0.12,1.78
2014/9/27 1:34,0.12,1.78
2014/9/27 1:36,0.12,1.78
2014/9/27 1:38,0.11,1.78
2014/9/27 1:40,0.11,1.78
2014/9/27 1:42,0.11,1.77
2014/9/27 1:44,0.11,1.77
2014/9/27 1:46,0.11,1.77
2014/9/27 1:48,0.11,1.78
2014/9/27 1:50,0.11,1.77
2014/9/27 1:52,0.11,1.77
2014/9/27 1:54,0.11,1.77
2014/9/27 1:56,0.11,1.77
2014/9/27 1:58,0.11,1.77
2014/9/27 2:00,0.11,1.77
2014/9/27 2:02,0.11,1.77
2014/9/27 2:04,0.11,1.77
2014/9/27 2:06,0.11,1.77
2014/9/27 2:08,0.11,1.77
2014/9/27 2:10,0.11,1.76
2014/9/27 2:12,0.11,1.76
2014/9/27 2:14,0.11,1.77
2014/9/27 2:16,0.11,1.74
2014/9/27 2:18,0.11,1.75
2014/9/27 2:20,0.11,1.74
2014/9/27 2:22,0.11,1.72
2014/9/27 2:24,0.11,1.71
2014/9/27 2:26,0.11,1.69
2014/9/27 2:28,0.11,1.68
2014/9/27 2:30,0.11,1.66
2014/9/27 2:32,0.11,1.65
2014/9/27 2:34,0.11,1.63
2014/9/27 2:36,0.11,1.61
2014/9/27 2:38,0.11,1.59
2014/9/27 2:40,0.11,1.58
2014/9/27 2:42,0.11,1.56
2014/9/27 2:44,0.1,1.54
2014/9/27 2:46,0.1,1.53
2014/9/27 2:48,0.1,1.5
2014/9/27 2:50,0.1,1.48
2014/9/27 2:52,0.1,1.46
2014/9/27 2:54,0.1,1.43
2014/9/27 2:56,0.1,1.4
2014/9/27 2:58,0.1,1.38
2014/9/27 3:00,0.1,1.35
2014/9/27 3:02,0.1,1.32
2014/9/27 3:04,0.1,1.3
2014/9/27 3:06,0.1,1.27
2014/9/27 3:08,0.1,1.24
2014/9/27 3:10,0.11,1.22
2014/9/27 3:12,0.17,1.2
2014/9/27 3:14,0.13,1.17
2014/9/27 3:16,0.17,1.15
2014/9/27 3:18,0.14,1.11
2014/9/27 3:20,0.11,1.09
2014/9/27 3:22,0.11,1.07
2014/9/27 3:24,0.1,1.05
2014/9/27 3:26,0.1,1.02
2014/9/27 3:28,0.11,1
2014/9/27 3:30,0.1,0.98
2014/9/27 3:32,0.1,0.95
2014/9/27 3:34,0.1,0.93
2014/9/27 3:36,0.1,0.91
2014/9/27 3:38,0.1,0.89
2014/9/27 3:40,0.1,0.87
2014/9/27 3:42,0.1,0.85
2014/9/27 3:44,0.11,0.83
2014/9/27 3:46,0.11,0.81
2014/9/27 3:48,0.11,0.79
2014/9/27 3:50,0.1,0.77
2014/9/27 3:52,0.1,0.76
2014/9/27 3:54,0.11,0.73
2014/9/27 3:56,0.1,0.72
2014/9/27 3:58,0.1,0.7
2014/9/27 4:00,0.1,0.68
2014/9/27 4:02,0.1,0.66
2014/9/27 4:04,0.1,0.65
2014/9/27 4:06,0.1,0.63
2014/9/27 4:06,NAN,NAN
2014/9/27 11:30,0.26,0.64
2014/9/27 11:32,0.26,0.67
2014/9/27 11:34,0.26,0.71
2014/9/27 11:36,0.26,0.73
2014/9/27 11:38,0.24,0.76
2014/9/27 11:40,0.24,0.79
2014/9/27 11:42,0.23,0.83
2014/9/27 11:44,0.23,0.86
2014/9/27 11:46,0.22,0.89
2014/9/27 11:48,0.23,0.92
2014/9/27 11:50,0.22,0.94
2014/9/27 11:52,0.22,0.97
2014/9/27 11:54,0.25,0.99
2014/9/27 11:56,0.25,1.02
2014/9/27 11:58,0.21,1.04
2014/9/27 12:00,0.2,1.07
2014/9/27 12:02,0.21,1.1
2014/9/27 12:04,0.19,1.11
2014/9/27 12:06,0.19,1.14
2014/9/27 12:08,0.18,1.16
2014/9/27 12:10,0.18,1.19
2014/9/27 12:12,0.19,1.2
2014/9/27 12:14,0.18,1.23
2014/9/27 12:16,0.17,1.25
2014/9/27 12:18,0.17,1.27
2014/9/27 12:20,0.18,1.3
2014/9/27 12:22,0.19,1.32
2014/9/27 12:24,0.18,1.34
2014/9/27 12:26,0.18,1.36
2014/9/27 12:28,0.19,1.39
2014/9/27 12:30,0.19,1.4
2014/9/27 12:32,0.2,1.42
2014/9/27 12:34,0.19,1.44
2014/9/27 12:36,0.17,1.46
2014/9/27 12:38,0.18,1.49
2014/9/27 12:40,0.18,1.5
2014/9/27 12:42,0.17,1.52
2014/9/27 12:44,0.18,1.54
2014/9/27 12:46,0.18,1.56
2014/9/27 12:48,0.18,1.58
2014/9/27 12:50,0.18,1.6
2014/9/27 12:52,0.18,1.62
2014/9/27 12:54,0.18,1.64
2014/9/27 12:56,0.18,1.65
2014/9/27 12:58,0.19,1.66
2014/9/27 13:00,0.18,1.69
2014/9/27 13:02,0.16,1.7
2014/9/27 13:04,0.16,1.72
2014/9/27 13:06,0.16,1.73
2014/9/27 13:08,0.15,1.75
2014/9/27 13:10,0.15,1.76
2014/9/27 13:12,0.15,1.78
2014/9/27 13:14,0.15,1.79
2014/9/27 13:16,0.15,1.8
2014/9/27 13:18,0.15,1.81
2014/9/27 13:20,0.15,1.82
2014/9/27 13:22,0.15,1.82
2014/9/27 13:24,0.14,1.84
2014/9/27 13:26,0.14,1.84
2014/9/27 13:28,0.14,1.85
2014/9/27 13:30,0.14,1.87
2014/9/27 13:32,0.13,1.87
2014/9/27 13:34,0.14,1.88
2014/9/27 13:36,0.14,1.88
2014/9/27 13:38,0.14,1.88
2014/9/27 13:40,0.13,1.89
2014/9/27 13:42,0.14,1.89
2014/9/27 13:44,0.13,1.88
2014/9/27 13:46,0.13,1.88
2014/9/27 13:48,0.13,1.88
2014/9/27 13:50,0.12,1.89
2014/9/27 13:52,0.13,1.88
2014/9/27 13:54,0.12,1.89
2014/9/27 13:56,0.11,1.89
2014/9/27 13:58,0.12,1.9
2014/9/27 14:00,0.11,1.88
2014/9/27 14:02,0.11,1.89
2014/9/27 14:04,0.11,1.89
2014/9/27 14:06,0.11,1.88
2014/9/27 14:08,0.11,1.88
2014/9/27 14:10,0.11,1.88
2014/9/27 14:12,0.11,1.9
2014/9/27 14:14,0.11,1.9
2014/9/27 14:16,0.11,1.89
2014/9/27 14:18,0.11,1.89
2014/9/27 14:20,0.11,1.88
2014/9/27 14:22,0.11,1.88
2014/9/27 14:24,0.11,1.88
2014/9/27 14:26,0.11,1.88
2014/9/27 14:28,0.11,1.87
2014/9/27 14:30,0.11,1.87
2014/9/27 14:32,0.11,1.88
2014/9/27 14:34,0.11,1.85
2014/9/27 14:36,0.11,1.84
2014/9/27 14:38,0.11,1.83
2014/9/27 14:40,0.11,1.82
2014/9/27 14:42,0.11,1.8
2014/9/27 14:44,0.11,1.79
2014/9/27 14:46,0.11,1.78
2014/9/27 14:48,0.11,1.76
2014/9/27 14:50,0.11,1.74
2014/9/27 14:52,0.11,1.73
2014/9/27 14:54,0.11,1.72
2014/9/27 14:56,0.11,1.7
2014/9/27 14:58,0.12,1.69
2014/9/27 15:00,0.11,1.67
2014/9/27 15:02,0.11,1.65
2014/9/27 15:04,0.11,1.64
2014/9/27 15:06,0.11,1.61
2014/9/27 15:08,0.11,1.58
2014/9/27 15:10,0.11,1.56
2014/9/27 15:12,0.11,1.53
2014/9/27 15:14,0.11,1.51
2014/9/27 15:16,0.11,1.48
2014/9/27 15:18,0.11,1.46
2014/9/27 15:20,0.11,1.43
2014/9/27 15:22,0.11,1.4
2014/9/27 15:24,0.11,1.38
2014/9/27 15:26,0.12,1.35
2014/9/27 15:28,0.12,1.32
2014/9/27 15:30,0.12,1.3
2014/9/27 15:32,0.11,1.28
2014/9/27 15:34,0.11,1.25
2014/9/27 15:36,0.11,1.23
2014/9/27 15:38,0.11,1.21
2014/9/27 15:40,0.11,1.18
2014/9/27 15:42,0.11,1.16
2014/9/27 15:44,0.11,1.14
2014/9/27 15:46,0.12,1.12
2014/9/27 15:48,0.11,1.09
2014/9/27 15:50,0.11,1.08
2014/9/27 15:52,0.11,1.06
2014/9/27 15:54,0.11,1.03
2014/9/27 15:56,0.11,1.02
2014/9/27 15:58,0.11,1
2014/9/27 16:00,0.11,0.98
2014/9/27 16:02,0.11,0.96
2014/9/27 16:04,0.11,0.94
2014/9/27 16:06,0.11,0.92
2014/9/27 16:08,0.11,0.89
2014/9/27 16:10,0.11,0.88
2014/9/27 16:12,0.11,0.86
2014/9/27 16:14,0.11,0.85
2014/9/27 16:16,0.11,0.83
2014/9/27 16:18,0.11,0.81
2014/9/27 16:20,0.11,0.8
2014/9/27 16:22,0.11,0.77
2014/9/27 16:24,0.11,0.75
2014/9/27 16:26,0.11,0.74
2014/9/27 16:28,0.11,0.71
2014/9/27 16:30,0.12,0.7
2014/9/27 16:32,0.12,0.68
2014/9/27 16:34,0.12,0.66
2014/9/27 16:36,0.12,0.65
2014/9/27 16:38,0.12,0.63
2014/9/27 16:40,0.12,0.61
2014/9/27 16:40,NAN,NAN
2014/9/27 23:52,0.26,0.63
2014/9/27 23:54,0.26,0.66
2014/9/27 23:56,0.26,0.68
2014/9/27 23:58,0.25,0.71
2014/9/28 0:00,0.24,0.74
2014/9/28 0:02,0.22,0.77
2014/9/28 0:04,0.22,0.79
2014/9/28 0:06,0.22,0.81
2014/9/28 0:08,0.21,0.84
2014/9/28 0:10,0.2,0.87
2014/9/28 0:12,0.2,0.89
2014/9/28 0:14,0.2,0.92
2014/9/28 0:16,0.2,0.94
2014/9/28 0:18,0.21,0.96
2014/9/28 0:20,0.2,0.98
2014/9/28 0:22,0.21,1
2014/9/28 0:24,0.2,1.02
2014/9/28 0:26,0.2,1.04
2014/9/28 0:28,0.19,1.06
2014/9/28 0:30,0.19,1.09
2014/9/28 0:32,0.19,1.11
2014/9/28 0:34,0.19,1.13
2014/9/28 0:36,0.18,1.15
2014/9/28 0:38,0.16,1.17
2014/9/28 0:40,0.15,1.19
2014/9/28 0:42,0.15,1.2
2014/9/28 0:44,0.15,1.23
2014/9/28 0:46,0.16,1.25
2014/9/28 0:48,0.16,1.27
2014/9/28 0:50,0.16,1.28
2014/9/28 0:52,0.16,1.3
2014/9/28 0:54,0.15,1.33
2014/9/28 0:56,0.16,1.34
2014/9/28 0:58,0.15,1.36
2014/9/28 1:00,0.15,1.38
2014/9/28 1:02,0.15,1.4
2014/9/28 1:04,0.14,1.42
2014/9/28 1:06,0.14,1.43
2014/9/28 1:08,0.14,1.44
2014/9/28 1:10,0.13,1.46
2014/9/28 1:12,0.14,1.48
2014/9/28 1:14,0.14,1.49
2014/9/28 1:16,0.14,1.51
2014/9/28 1:18,0.13,1.51
2014/9/28 1:20,0.14,1.53
2014/9/28 1:22,0.14,1.54
2014/9/28 1:24,0.15,1.56
2014/9/28 1:26,0.14,1.57
2014/9/28 1:28,0.15,1.58
2014/9/28 1:30,0.15,1.59
2014/9/28 1:32,0.15,1.6
2014/9/28 1:34,0.15,1.61
2014/9/28 1:36,0.15,1.62
2014/9/28 1:38,0.15,1.63
2014/9/28 1:40,0.15,1.64
2014/9/28 1:42,0.14,1.64
2014/9/28 1:44,0.15,1.65
2014/9/28 1:46,0.15,1.65
2014/9/28 1:48,0.14,1.66
2014/9/28 1:50,0.15,1.66
2014/9/28 1:52,0.14,1.66
2014/9/28 1:54,0.14,1.66
2014/9/28 1:56,0.15,1.67
2014/9/28 1:58,0.12,1.67
2014/9/28 2:00,0.13,1.67
2014/9/28 2:02,0.11,1.67
2014/9/28 2:04,0.11,1.67
2014/9/28 2:06,0.11,1.67
2014/9/28 2:08,0.11,1.67
2014/9/28 2:10,0.11,1.67
2014/9/28 2:12,0.11,1.66
2014/9/28 2:14,0.11,1.67
2014/9/28 2:16,0.11,1.67
2014/9/28 2:18,0.11,1.67
2014/9/28 2:20,0.11,1.67
2014/9/28 2:22,0.11,1.67
2014/9/28 2:24,0.11,1.67
2014/9/28 2:26,0.11,1.66
2014/9/28 2:28,0.11,1.67
2014/9/28 2:30,0.11,1.67
2014/9/28 2:32,0.11,1.66
2014/9/28 2:34,0.11,1.66
2014/9/28 2:36,0.11,1.65
2014/9/28 2:38,0.11,1.65
2014/9/28 2:40,0.11,1.65
2014/9/28 2:42,0.11,1.65
2014/9/28 2:44,0.11,1.64
2014/9/28 2:46,0.11,1.64
2014/9/28 2:48,0.11,1.63
2014/9/28 2:50,0.11,1.62
2014/9/28 2:52,0.11,1.61
2014/9/28 2:54,0.11,1.59
2014/9/28 2:56,0.11,1.59
2014/9/28 2:58,0.11,1.57
2014/9/28 3:00,0.11,1.55
2014/9/28 3:02,0.11,1.54
2014/9/28 3:04,0.11,1.52
2014/9/28 3:06,0.11,1.5
2014/9/28 3:08,0.11,1.48
2014/9/28 3:10,0.11,1.46
2014/9/28 3:12,0.11,1.45
2014/9/28 3:14,0.11,1.43
2014/9/28 3:16,0.1,1.41
2014/9/28 3:18,0.1,1.39
2014/9/28 3:20,0.1,1.37
2014/9/28 3:22,0.1,1.35
2014/9/28 3:24,0.1,1.33
2014/9/28 3:26,0.1,1.3
2014/9/28 3:28,0.1,1.28
2014/9/28 3:30,0.1,1.25
2014/9/28 3:32,0.1,1.23
2014/9/28 3:34,0.1,1.2
2014/9/28 3:36,0.1,1.18
2014/9/28 3:38,0.1,1.15
2014/9/28 3:40,0.1,1.13
2014/9/28 3:42,0.1,1.1
2014/9/28 3:44,0.1,1.07
2014/9/28 3:46,0.1,1.05
2014/9/28 3:48,0.09,1.02
2014/9/28 3:50,0.1,1
2014/9/28 3:52,0.09,0.98
2014/9/28 3:54,0.1,0.96
2014/9/28 3:56,0.1,0.94
2014/9/28 3:58,0.1,0.92
2014/9/28 4:00,0.1,0.9
2014/9/28 4:02,0.1,0.88
2014/9/28 4:04,0.1,0.85
2014/9/28 4:06,0.1,0.84
2014/9/28 4:08,0.1,0.82
2014/9/28 4:10,0.1,0.8
2014/9/28 4:12,0.1,0.77
2014/9/28 4:14,0.1,0.76
2014/9/28 4:16,0.1,0.75
2014/9/28 4:18,0.1,0.73
2014/9/28 4:20,0.1,0.71
2014/9/28 4:22,0.1,0.69
2014/9/28 4:24,0.1,0.67
2014/9/28 4:26,0.09,0.66
2014/9/28 4:28,0.1,0.64
2014/9/28 4:30,0.1,0.62
2014/9/28 4:30,NAN,NAN
2014/9/28 12:02,0.27,0.61
2014/9/28 12:04,0.26,0.63
2014/9/28 12:06,0.26,0.66
2014/9/28 12:08,0.26,0.69
2014/9/28 12:10,0.26,0.72
2014/9/28 12:12,0.24,0.74
2014/9/28 12:14,0.26,0.77
2014/9/28 12:16,0.25,0.81
2014/9/28 12:18,0.22,0.83
2014/9/28 12:20,0.21,0.85
2014/9/28 12:22,0.21,0.89
2014/9/28 12:24,0.22,0.91
2014/9/28 12:26,0.22,0.93
2014/9/28 12:28,0.21,0.95
2014/9/28 12:30,0.23,0.98
2014/9/28 12:32,0.21,1
2014/9/28 12:34,0.21,1.03
2014/9/28 12:36,0.2,1.05
2014/9/28 12:38,0.21,1.07
2014/9/28 12:40,0.2,1.09
2014/9/28 12:42,0.21,1.11
2014/9/28 12:44,0.19,1.13
2014/9/28 12:46,0.18,1.15
2014/9/28 12:48,0.18,1.18
2014/9/28 12:50,0.2,1.19
2014/9/28 12:52,0.18,1.21
2014/9/28 12:54,0.2,1.24
2014/9/28 12:56,0.2,1.25
2014/9/28 12:58,0.16,1.27
2014/9/28 13:00,0.18,1.29
2014/9/28 13:02,0.19,1.31
2014/9/28 13:04,0.2,1.33
2014/9/28 13:06,0.2,1.35
2014/9/28 13:08,0.17,1.37
2014/9/28 13:10,0.18,1.39
2014/9/28 13:12,0.19,1.41
2014/9/28 13:14,0.19,1.43
2014/9/28 13:16,0.19,1.44
2014/9/28 13:18,0.19,1.46
2014/9/28 13:20,0.18,1.47
2014/9/28 13:22,0.18,1.49
2014/9/28 13:24,0.17,1.51
2014/9/28 13:26,0.17,1.53
2014/9/28 13:28,0.18,1.54
2014/9/28 13:30,0.17,1.56
2014/9/28 13:32,0.16,1.57
2014/9/28 13:34,0.16,1.58
2014/9/28 13:36,0.16,1.6
2014/9/28 13:38,0.17,1.62
2014/9/28 13:40,0.16,1.63
2014/9/28 13:42,0.16,1.64
2014/9/28 13:44,0.14,1.65
2014/9/28 13:46,0.16,1.67
2014/9/28 13:48,0.16,1.69
2014/9/28 13:50,0.16,1.69
2014/9/28 13:52,0.16,1.7
2014/9/28 13:54,0.15,1.71
2014/9/28 13:56,0.15,1.72
2014/9/28 13:58,0.15,1.73
2014/9/28 14:00,0.15,1.73
2014/9/28 14:02,0.16,1.74
2014/9/28 14:04,0.15,1.75
2014/9/28 14:06,0.14,1.76
2014/9/28 14:08,0.15,1.76
2014/9/28 14:10,0.14,1.76
2014/9/28 14:12,0.14,1.76
2014/9/28 14:14,0.13,1.77
2014/9/28 14:16,0.13,1.77
2014/9/28 14:18,0.13,1.77
2014/9/28 14:20,0.12,1.76
2014/9/28 14:22,0.12,1.76
2014/9/28 14:24,0.12,1.76
2014/9/28 14:26,0.12,1.77
2014/9/28 14:28,0.12,1.78
2014/9/28 14:30,0.11,1.77
2014/9/28 14:32,0.11,1.77
2014/9/28 14:34,0.11,1.78
2014/9/28 14:36,0.11,1.77
2014/9/28 14:38,0.11,1.77
2014/9/28 14:40,0.11,1.77
2014/9/28 14:42,0.11,1.77
2014/9/28 14:44,0.11,1.78
2014/9/28 14:46,0.11,1.78
2014/9/28 14:48,0.11,1.78
2014/9/28 14:50,0.11,1.78
2014/9/28 14:52,0.11,1.77
2014/9/28 14:54,0.11,1.77
2014/9/28 14:56,0.11,1.76
2014/9/28 14:58,0.11,1.76
2014/9/28 15:00,0.11,1.76
2014/9/28 15:02,0.11,1.75
2014/9/28 15:04,0.11,1.74
2014/9/28 15:06,0.11,1.73
2014/9/28 15:08,0.12,1.71
2014/9/28 15:10,0.11,1.71
2014/9/28 15:12,0.12,1.7
2014/9/28 15:14,0.11,1.67
2014/9/28 15:16,0.12,1.67
2014/9/28 15:18,0.14,1.66
2014/9/28 15:20,0.12,1.64
2014/9/28 15:22,0.12,1.63
2014/9/28 15:24,0.12,1.62
2014/9/28 15:26,0.12,1.61
2014/9/28 15:28,0.13,1.59
